marca,modelo,ano,color,tipo de combustible,puertas,transmision,motor,tipo de carroceria,fecha publicacion,kilometros,traccion,precio
ford,ecosport,2013,otro,nafta,4,manual,1.6,suv,22,72000,fwd,15893500
ford,ecosport,2013,blanco,nafta,4,manual,2.0,suv,1,136000,fwd,13145000
ford,ecosport,2013,negro,nafta,4,manual,1.6,suv,4,150000,fwd,14220500
ford,ecosport,2013,gris,nafta,4,manual,2.0,suv,26,116000,fwd,16500000
ford,ecosport,2013,azul,nafta,4,manual,1.6,suv,120,191000,fwd,13400000
ford,ecosport,2013,rojo,diesel,4,manual,1.5,suv,240,123000,fwd,13200000
ford,ecosport,2013,blanco,nafta,4,manual,2.0,suv,60,148000,fwd,14937500
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,150,117000,fwd,14937500
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,27,143000,fwd,15000000
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,54,100000,fwd,15500000
ford,ecosport,2013,blanco,nafta,4,manual,1.6,suv,270,150000,fwd,13500000
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,41,147000,fwd,14400000
ford,ecosport,2013,blanco,nafta,4,manual,1.6,suv,60,124000,fwd,13900000
ford,ecosport,2013,plateado,nafta/gnc,4,manual,1.6,suv,33,140000,fwd,14790000
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,90,107000,fwd,16132500
ford,ecosport,2013,blanco,nafta,4,manual,1.6,suv,180,124000,fwd,14500000
ford,ecosport,2013,gris,nafta,4,manual,2.0,suv,365,131000,fwd,14500000
ford,ecosport,2013,negro,nafta,4,manual,2.0,suv,47,117000,fwd,13990000
ford,ecosport,2013,negro,nafta,4,manual,1.6,suv,41,92000,fwd,13500000
ford,ecosport,2013,rojo,nafta,4,manual,1.6,suv,30,94150,fwd,13900000
ford,ecosport,2013,rojo,nafta,4,manual,1.6,suv,30,94150,fwd,14101000
ford,ecosport,2013,gris,nafta,4,manual,2.0,suv,56,192000,fwd,14500000
ford,ecosport,2013,otro,nafta,4,manual,1.6,suv,150,159000,fwd,15000000
ford,ecosport,2013,plateado,diesel,4,manual,1.5,suv,4,181000,fwd,11500000
ford,ecosport,2013,beige,nafta,4,manual,1.6,suv,7,154000,fwd,15500000
ford,ecosport,2013,dorado,nafta,4,manual,1.6,suv,30,119000,fwd,14500000
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,30,147000,fwd,13500000
ford,ecosport,2013,blanco,nafta,4,manual,1.6,suv,9,162000,fwd,13741305
ford,ecosport,2013,marron,nafta,4,manual,1.6,suv,18,130000,fwd,14500000
ford,ecosport,2013,rojo,nafta,4,manual,1.6,suv,60,180000,fwd,14500000
ford,ecosport,2013,negro,nafta,4,manual,1.6,suv,48,150000,fwd,15535000
ford,ecosport,2013,blanco,nafta,4,manual,1.6,suv,90,170000,fwd,14000000
ford,ecosport,2013,negro,nafta,4,manual,1.6,suv,30,72000,fwd,14600000
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,90,160000,fwd,14220500
ford,ecosport,2013,rojo,nafta,4,automatica,2.0,suv,180,70000,fwd,16132500
ford,ecosport,2013,plateado,nafta,4,manual,1.6,suv,6,115000,fwd,15000000
ford,ecosport,2013,otro,nafta,4,manual,2.0,suv,22,124425,fwd,16500000
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,240,190000,fwd,13600000
ford,ecosport,2013,dorado,nafta,4,manual,1.6,suv,7,48000,fwd,15500000
ford,ecosport,2013,dorado,nafta,4,manual,1.6,suv,35,199000,fwd,13100000
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,150,101000,fwd,14937500
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,300,135000,fwd,12547500
ford,ecosport,2013,gris,nafta,4,manual,2.0,suv,365,75000,fwd,16730000
ford,ecosport,2013,negro,nafta,4,automatica,2.0,suv,5,136000,fwd,17500000
ford,ecosport,2013,negro,nafta,4,manual,1.6,suv,19,109000,fwd,14999999
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,210,87000,fwd,16132500
ford,ecosport,2013,blanco,nafta,4,manual,1.6,suv,42,123000,fwd,16730000
ford,ecosport,2013,azul,nafta/gnc,4,manual,1.6,suv,1,175000,fwd,14000000
ford,ecosport,2013,negro,nafta,4,manual,1.6,suv,18,130000,fwd,13742500
ford,ecosport,2013,rojo,nafta,4,manual,1.6,suv,18,95000,fwd,14500000
ford,ecosport,2013,negro,nafta/gnc,4,manual,1.6,suv,25,140000,fwd,13000000
ford,ecosport,2013,rojo,nafta,4,manual,1.6,suv,32,113000,fwd,13999000
ford,ecosport,2013,dorado,nafta,4,manual,1.6,suv,60,152800,fwd,13145000
ford,ecosport,2013,negro,nafta,4,manual,1.6,suv,20,180000,fwd,12900000
ford,ecosport,2013,gris,nafta/gnc,4,manual,2.0,suv,28,197000,fwd,11500000
ford,ecosport,2013,negro,nafta,4,manual,1.6,suv,31,85000,fwd,16500000
ford,ecosport,2013,negro,nafta/gnc,4,manual,1.6,suv,36,205000,fwd,11800000
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,44,84000,fwd,15000000
ford,ecosport,2013,blanco,nafta,4,manual,1.6,suv,1,145000,fwd,14500000
ford,ecosport,2013,azul,nafta,4,manual,1.6,suv,5,180000,fwd,13500000
ford,ecosport,2013,plateado,nafta,4,manual,1.6,suv,14,75000,fwd,16132500
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,20,62000,fwd,15176500
ford,ecosport,2013,gris,nafta,4,manual,1.6,suv,22,156000,fwd,13000000
ford,ecosport,2013,rojo,nafta,4,manual,1.6,suv,25,160000,fwd,13800000
ford,ecosport,2013,negro,nafta,4,manual,1.6,suv,120,126000,fwd,13742500
ford,ecosport,2013,rojo,nafta,4,manual,2.0,suv,20,132210,fwd,14500000
ford,ecosport,2013,negro,nafta,4,manual,1.6,suv,31,124000,fwd,14500000
ford,ecosport,2014,plateado,nafta,4,manual,2.0,suv,21,190000,4x4,15000000
ford,ecosport,2014,dorado,nafta,4,manual,1.6,suv,90,126000,fwd,14818000
ford,ecosport,2014,rojo,nafta/gnc,4,manual,2.0,suv,53,112000,fwd,16610500
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,27,161400,fwd,13990000
ford,ecosport,2014,otro,nafta,4,manual,1.6,suv,37,120000,fwd,15415500
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,11,97000,fwd,17327500
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,52,159000,fwd,15523050
ford,ecosport,2014,plateado,nafta,4,manual,1.6,suv,6,131000,fwd,14937500
ford,ecosport,2014,gris,nafta/gnc,4,manual,1.6,suv,27,140000,fwd,14900000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,60,114500,fwd,16013000
ford,ecosport,2014,negro,diesel,4,manual,1.5,suv,10,122093,fwd,14000000
ford,ecosport,2014,negro,diesel,4,manual,1.5,suv,11,114000,fwd,12906000
ford,ecosport,2014,dorado,nafta,4,manual,2.0,suv,90,92000,fwd,16500000
ford,ecosport,2014,plateado,nafta,4,manual,1.6,suv,120,120000,fwd,16000000
ford,ecosport,2014,blanco,nafta,4,automatica,2.0,suv,33,75000,fwd,17805500
ford,ecosport,2014,rojo,nafta,4,automatica,2.0,suv,8,127000,fwd,14698500
ford,ecosport,2014,rojo,nafta,4,automatica,2.0,suv,26,138000,fwd,17000000
ford,ecosport,2014,dorado,nafta/gnc,4,manual,1.6,suv,90,135000,fwd,14340000
ford,ecosport,2014,plateado,nafta,4,manual,1.6,suv,120,150000,fwd,14340000
ford,ecosport,2014,otro,nafta,4,manual,1.6,suv,150,120000,fwd,14340000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,56,181000,fwd,13025500
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,60,121000,fwd,14340000
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,210,127652,fwd,18900000
ford,ecosport,2014,blanco,nafta,4,automatica,2.0,suv,20,128000,fwd,15750000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,49,171000,fwd,14937500
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,90,107000,fwd,15500000
ford,ecosport,2014,gris,nafta,4,manual,2.0,suv,27,122728,fwd,16000000
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,48,134229,4x4,15500000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,90,121000,fwd,15535000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,7,124600,fwd,14000000
ford,ecosport,2014,gris,nafta,4,manual,1.6,suv,41,127100,fwd,13200000
ford,ecosport,2014,beige,nafta,4,manual,2.0,suv,22,97000,fwd,17925000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,11,74401,fwd,14500000
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,120,175000,fwd,17899000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,17,187000,fwd,15500000
ford,ecosport,2014,gris,nafta,4,automatica,2.0,suv,10,101500,fwd,15400000
ford,ecosport,2014,gris,nafta/gnc,4,manual,1.6,suv,47,140000,fwd,17899000
ford,ecosport,2014,rojo,nafta,4,manual,1.6,suv,56,106000,fwd,17000000
ford,ecosport,2014,otro,nafta/gnc,4,manual,1.6,suv,47,183000,fwd,17499000
ford,ecosport,2014,blanco,diesel,4,manual,1.5,suv,2,130000,fwd,16730000
ford,ecosport,2014,rojo,diesel,4,manual,1.5,suv,1,88000,fwd,15893500
ford,ecosport,2014,plateado,nafta,4,manual,1.6,suv,24,143000,fwd,16899000
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,45,120000,4x4,15057000
ford,ecosport,2014,gris,nafta,4,manual,2.0,suv,27,170000,fwd,15990000
ford,ecosport,2014,plateado,nafta,4,manual,1.6,suv,10,161000,fwd,13500000
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,18,120000,4x4,15057000
ford,ecosport,2014,otro,nafta,4,manual,1.6,suv,5,107167,fwd,17327500
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,26,169500,fwd,14500000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,1,150000,fwd,13800000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,7,119000,fwd,14937500
ford,ecosport,2014,dorado,nafta,4,manual,1.6,suv,120,147000,fwd,13980000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,90,97000,fwd,16132500
ford,ecosport,2014,gris,nafta,4,manual,1.6,suv,1,139000,fwd,15900000
ford,ecosport,2014,beige,nafta,4,manual,1.6,suv,10,169500,fwd,15500000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,58,111500,fwd,14995000
ford,ecosport,2014,gris,nafta,4,manual,1.6,suv,21,71000,fwd,16500000
ford,ecosport,2014,gris,nafta,4,manual,1.6,suv,20,108000,fwd,15533805
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,26,120000,fwd,14500000
ford,ecosport,2014,rojo,nafta,4,manual,1.6,suv,120,112000,fwd,15700000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,180,121000,fwd,13623000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,60,150000,fwd,14000000
ford,ecosport,2014,plateado,nafta,4,manual,1.6,suv,19,95000,fwd,12906000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,90,130000,fwd,16132500
ford,ecosport,2014,dorado,nafta,4,manual,1.6,suv,11,133000,fwd,15000000
ford,ecosport,2014,blanco,diesel,4,manual,1.5,suv,17,142000,fwd,13000000
ford,ecosport,2014,beige,nafta,4,manual,2.0,suv,20,160000,fwd,15535000
ford,ecosport,2014,gris,nafta,4,manual,1.6,suv,24,130000,fwd,16730000
ford,ecosport,2014,beige,nafta/gnc,4,manual,1.6,suv,7,145000,fwd,14500000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,6,156000,fwd,14101000
ford,ecosport,2014,plateado,diesel,4,manual,1.5,suv,20,100000,fwd,15630000
ford,ecosport,2014,blanco,nafta,4,automatica,2.0,suv,19,172500,fwd,16500000
ford,ecosport,2014,otro,nafta,4,manual,1.6,suv,60,101800,fwd,16800000
ford,ecosport,2014,plateado,diesel,4,manual,1.5,suv,180,123764,fwd,14000000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,37,140000,fwd,14500000
ford,ecosport,2014,dorado,nafta,4,manual,1.6,suv,14,139000,fwd,12900000
ford,ecosport,2014,gris,diesel,4,manual,1.5,suv,27,116000,fwd,14800000
ford,ecosport,2014,gris,nafta,4,manual,1.6,suv,90,157000,fwd,15400000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,240,108000,fwd,14900000
ford,ecosport,2014,plateado,nafta,4,manual,1.6,suv,47,130200,fwd,14700000
ford,ecosport,2014,rojo,nafta,4,manual,2.0,suv,25,110000,fwd,13742500
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,23,120000,4x4,15057000
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,11,140000,fwd,15296000
ford,ecosport,2014,blanco,nafta/gnc,4,manual,1.6,suv,7,80000,fwd,14937500
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,15,92000,fwd,14698500
ford,ecosport,2014,plateado,nafta,4,manual,2.0,suv,49,142000,4x4,16500000
ford,ecosport,2014,dorado,nafta/gnc,4,manual,2.0,suv,25,130000,fwd,16500000
ford,ecosport,2014,negro,nafta,4,automatica,2.0,suv,120,130000,fwd,16900000
ford,ecosport,2014,blanco,nafta,4,automatica,2.0,suv,270,122000,fwd,15500000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,14,100000,fwd,15535000
ford,ecosport,2014,plateado,nafta,4,automatica,2.0,suv,14,78950,fwd,15200000
ford,ecosport,2014,gris,nafta/gnc,4,manual,2.0,suv,60,152000,fwd,16500000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,60,130000,fwd,17327500
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,90,100000,fwd,14000000
ford,ecosport,2014,dorado,nafta,4,manual,1.6,suv,120,119804,fwd,13742500
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,39,98000,fwd,14500000
ford,ecosport,2014,rojo,nafta,4,manual,1.6,suv,240,120000,fwd,12500000
ford,ecosport,2014,plateado,nafta,4,manual,1.6,suv,25,61000,fwd,15500000
ford,ecosport,2014,rojo,nafta,4,manual,2.0,suv,90,111111,fwd,15800000
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,150,195000,fwd,15500000
ford,ecosport,2014,otro,nafta,4,manual,2.0,suv,14,100000,fwd,18500000
ford,ecosport,2014,morado,nafta,4,manual,1.6,suv,150,193000,fwd,14100000
ford,ecosport,2014,dorado,nafta/gnc,4,manual,1.6,suv,32,110000,fwd,15500000
ford,ecosport,2014,plateado,nafta,4,manual,2.0,suv,7,118000,4x4,15900000
ford,ecosport,2014,gris,nafta,4,manual,2.0,suv,11,110000,4x4,16730000
ford,ecosport,2014,dorado,diesel,4,manual,1.5,suv,39,150000,fwd,13800000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,40,139000,fwd,15176500
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,55,190000,fwd,15300000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,56,110000,fwd,13500000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,9,130000,fwd,16132500
ford,ecosport,2014,dorado,nafta,4,manual,1.6,suv,60,143000,fwd,14101000
ford,ecosport,2014,gris,nafta,4,manual,1.6,suv,1,120000,fwd,16491000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,1,111000,fwd,16000000
ford,ecosport,2014,gris,nafta,4,manual,2.0,suv,1,95000,fwd,17805500
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,26,145000,fwd,11950000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,210,136000,fwd,13981500
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,2,95000,fwd,15800000
ford,ecosport,2014,plateado,diesel,4,manual,1.5,suv,7,150000,fwd,13800000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,12,135000,fwd,15535000
ford,ecosport,2014,rojo,nafta/gnc,4,manual,1.6,suv,54,110000,fwd,15500000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,60,123557,fwd,14600000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,31,130000,fwd,14340000
ford,ecosport,2014,dorado,nafta,4,manual,1.6,suv,13,180000,fwd,14900000
ford,ecosport,2014,otro,nafta/gnc,4,manual,1.6,suv,5,122200,fwd,15400000
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,20,94700,4x4,17088500
ford,ecosport,2014,dorado,nafta,4,manual,1.6,suv,90,133000,fwd,16500000
ford,ecosport,2014,gris,nafta,4,manual,1.6,suv,365,140000,fwd,15500000
ford,ecosport,2014,otro,nafta,4,manual,1.6,suv,29,123557,fwd,15774000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,2,181000,fwd,14400000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,90,106000,fwd,16000000
ford,ecosport,2014,gris,nafta,4,manual,1.6,suv,3,129000,fwd,15000000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,1,190000,fwd,15400000
ford,ecosport,2014,blanco,nafta,4,automatica,2.0,suv,32,81700,fwd,14937500
ford,ecosport,2014,otro,nafta,4,manual,1.6,suv,60,75000,fwd,14500000
ford,ecosport,2014,rojo,nafta,4,automatica,2.0,suv,210,115000,fwd,16500000
ford,ecosport,2014,otro,nafta,4,manual,2.0,suv,365,108000,fwd,17327500
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,330,170000,fwd,12800000
ford,ecosport,2014,beige,nafta,4,manual,1.6,suv,6,138000,fwd,14500000
ford,ecosport,2014,plateado,nafta,4,automatica,2.0,suv,11,71000,fwd,14340000
ford,ecosport,2014,blanco,nafta/gnc,4,automatica,2.0,suv,26,114000,fwd,16610500
ford,ecosport,2014,rojo,nafta,4,manual,2.0,suv,6,122728,4x4,15176500
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,11,151000,fwd,14340000
ford,ecosport,2014,verde,diesel,4,manual,1.5,suv,90,122000,fwd,13000000
ford,ecosport,2014,dorado,nafta,4,manual,1.6,suv,7,163000,fwd,13742500
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,15,123000,fwd,15535000
ford,ecosport,2014,rojo,nafta,4,manual,2.0,suv,90,95000,fwd,17925000
ford,ecosport,2014,rojo,nafta,4,manual,1.6,suv,9,93100,fwd,17327500
ford,ecosport,2014,negro,diesel,4,manual,1.5,suv,17,90000,fwd,15415500
ford,ecosport,2014,rojo,nafta,4,manual,1.6,suv,19,79000,fwd,13145000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,24,129000,fwd,16800000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,90,112000,fwd,15300000
ford,ecosport,2014,gris,nafta,4,manual,2.0,suv,15,158000,4x4,18522500
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,22,99000,fwd,14900000
ford,ecosport,2014,rojo,nafta,4,manual,1.6,suv,28,114000,fwd,16491000
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,40,86000,fwd,15774000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,2,130000,fwd,16252000
ford,ecosport,2014,gris,nafta,4,manual,1.6,suv,4,58000,fwd,17500000
ford,ecosport,2014,blanco,nafta,4,automatica,2.0,suv,12,120000,fwd,17000000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,20,165000,fwd,14000000
ford,ecosport,2014,rojo,nafta,4,automatica,2.0,suv,21,125000,fwd,14579000
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,21,190000,fwd,14500000
ford,ecosport,2014,blanco,nafta,4,manual,1.6,suv,24,156000,fwd,13503500
ford,ecosport,2014,rojo,nafta,4,manual,1.6,suv,150,105000,fwd,15296000
ford,ecosport,2014,blanco,nafta,4,manual,2.0,suv,300,200000,fwd,16842100
ford,ecosport,2014,negro,nafta,4,manual,1.6,suv,21,147000,fwd,14000000
ford,ecosport,2014,dorado,diesel,4,manual,1.5,suv,24,160000,fwd,12189000
ford,ecosport,2015,plateado,nafta,4,manual,1.6,suv,23,54530,fwd,18250000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,24,115000,fwd,17805500
ford,ecosport,2015,otro,nafta,4,manual,2.0,suv,270,141559,fwd,17500000
ford,ecosport,2015,blanco,nafta,4,manual,2.0,suv,30,98000,fwd,16800000
ford,ecosport,2015,dorado,nafta,4,manual,2.0,suv,12,99000,fwd,16790000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,15,118000,fwd,14101000
ford,ecosport,2015,dorado,nafta,4,manual,2.0,suv,2,94600,fwd,17000000
ford,ecosport,2015,blanco,nafta/gnc,4,manual,2.0,suv,14,179470,fwd,14900000
ford,ecosport,2015,blanco,nafta/gnc,4,manual,1.6,suv,9,111000,fwd,16500000
ford,ecosport,2015,dorado,nafta,4,manual,1.6,suv,120,117900,fwd,16730000
ford,ecosport,2015,dorado,nafta,4,manual,1.6,suv,1,85000,fwd,16000000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,9,110000,fwd,15714250
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,35,78000,fwd,15296000
ford,ecosport,2015,otro,nafta/gnc,4,manual,1.5,suv,34,116000,fwd,16132500
ford,ecosport,2015,gris,nafta,4,manual,1.6,suv,150,159000,fwd,14800000
ford,ecosport,2015,beige,nafta,4,manual,2.0,suv,8,150000,fwd,16730000
ford,ecosport,2015,blanco,nafta/gnc,4,manual,2.0,suv,51,142000,fwd,16132500
ford,ecosport,2015,negro,nafta,4,manual,1.6,suv,53,117500,fwd,14937500
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,18,150000,fwd,12800000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,5,115000,fwd,17400000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,6,130000,fwd,14500000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,150,69000,fwd,15900000
ford,ecosport,2015,blanco,nafta/gnc,4,manual,1.6,suv,39,120200,fwd,15800000
ford,ecosport,2015,rojo,diesel,4,manual,1.5,suv,150,139000,fwd,16000000
ford,ecosport,2015,otro,nafta,4,manual,2.0,suv,60,110000,fwd,18522500
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,150,109000,fwd,17028750
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,365,160000,fwd,17327500
ford,ecosport,2015,otro,nafta/gnc,4,manual,1.6,suv,32,138000,fwd,17500000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,51,129000,fwd,15535000
ford,ecosport,2015,negro,nafta,4,manual,1.6,suv,27,113000,fwd,15700000
ford,ecosport,2015,otro,nafta,4,manual,1.6,suv,10,114075,fwd,16000000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,52,132000,fwd,14500000
ford,ecosport,2015,blanco,nafta,4,automatica,2.0,suv,120,109800,fwd,17500000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,3,95000,fwd,14220500
ford,ecosport,2015,marron,nafta,4,manual,1.6,suv,7,150000,fwd,14500000
ford,ecosport,2015,dorado,nafta,4,manual,1.6,suv,32,110000,fwd,15500000
ford,ecosport,2015,blanco,nafta/gnc,4,manual,1.6,suv,9,105500,fwd,13500000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,60,154081,fwd,15296000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,180,115000,fwd,15200000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,210,93000,fwd,17327500
ford,ecosport,2015,gris,nafta,4,manual,1.6,suv,60,140000,fwd,13500000
ford,ecosport,2015,dorado,nafta,4,manual,1.6,suv,26,109500,fwd,15000000
ford,ecosport,2015,blanco,nafta,4,automatica,2.0,suv,120,130000,fwd,15000000
ford,ecosport,2015,blanco,diesel,4,manual,1.5,suv,21,89300,fwd,15600000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,53,95000,fwd,18522500
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,59,87347,fwd,15893500
ford,ecosport,2015,negro,nafta,4,manual,1.6,suv,27,104000,fwd,15900000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,39,132000,fwd,16000000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,6,170000,fwd,13999000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,9,35000,fwd,16500000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,60,90000,fwd,16000000
ford,ecosport,2015,negro,nafta,4,manual,2.0,suv,120,120000,fwd,16610500
ford,ecosport,2015,dorado,nafta,4,manual,1.5,suv,20,179000,fwd,15900000
ford,ecosport,2015,negro,nafta,4,manual,2.0,suv,60,90000,fwd,14937500
ford,ecosport,2015,negro,nafta,4,manual,1.6,suv,150,81000,fwd,16500000
ford,ecosport,2015,otro,nafta,4,automatica,2.0,suv,240,121000,fwd,15950000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,3,86000,fwd,16000000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,16,98000,fwd,15000000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,60,105000,fwd,16969000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,90,118000,fwd,15800000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,36,121000,fwd,16500000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,90,81000,fwd,17400000
ford,ecosport,2015,gris,nafta,4,manual,1.6,suv,5,83000,fwd,16000000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,48,100000,fwd,15000000
ford,ecosport,2015,rojo,nafta,4,manual,2.0,suv,90,119000,fwd,17500000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,46,97000,fwd,16800000
ford,ecosport,2015,otro,hibrido/nafta,4,manual,1.6,suv,4,81866,fwd,15420000
ford,ecosport,2015,rojo,hibrido/nafta,4,manual,1.6,suv,4,67000,fwd,15780000
ford,ecosport,2015,otro,nafta,4,manual,1.6,suv,60,79500,fwd,16000000
ford,ecosport,2015,negro,nafta,4,manual,2.0,suv,19,163000,fwd,15200000
ford,ecosport,2015,gris,nafta,4,manual,1.6,suv,150,126000,fwd,14800000
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,180,95000,fwd,16132500
ford,ecosport,2015,blanco,nafta,4,manual,2.0,suv,10,90000,fwd,17500000
ford,ecosport,2015,negro,nafta,4,manual,1.6,suv,41,55481,fwd,17447000
ford,ecosport,2015,gris,nafta,4,manual,1.6,suv,60,115000,fwd,17500000
ford,ecosport,2015,blanco,nafta/gnc,4,manual,2.0,suv,90,171000,fwd,17000000
ford,ecosport,2015,plateado,nafta,4,manual,1.6,suv,11,89000,fwd,14000000
ford,ecosport,2015,otro,nafta,4,manual,1.6,suv,180,94000,fwd,15900000
ford,ecosport,2015,dorado,nafta,4,manual,1.6,suv,90,150000,fwd,13742500
ford,ecosport,2015,blanco,nafta,4,manual,1.6,suv,32,80000,fwd,16500000
ford,ecosport,2015,rojo,nafta,4,manual,1.6,suv,45,119000,fwd,15100000
ford,ecosport,2015,rojo,nafta,4,manual,2.0,suv,300,125000,fwd,16610500
ford,ecosport,2015,gris,nafta,4,manual,1.6,suv,25,118000,fwd,16000000
ford,ecosport,2015,negro,nafta,4,manual,2.0,suv,33,103482,fwd,16969000
