Marca,Modelo,Año,Versión,Color,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio,Combustible,Modelo_normalizado
Ford,Focus,2017,Iii 1.6 Sedan S,,4,Manual,1.6,Sedán,104.000 km,14500,Nafta,Focus
Ford,F-100,1970,3.6 Lujo,Celeste,2,Manual,3.6,Pick-Up,260.000 km,18800,Nafta,F-100
Ford,Ranger,2024,3.0 V6 Cd 4x4 Xls At 250cv Año 2023,Azul,4,Automática,3.0,Pick-Up,36.000 km,41000,Diésel,Ranger
Ford,Ranger,2015,3.2 Cd 4x4 Xls Tdci 200cv,Gris,4,Manual,3.2,Pick-Up,219.000 km,18000,Diésel,Ranger
Ford,Ranger,2023,3.2 Cd Xls Tdci 200cv Manual 4x2,,4,Manual,3.2,Pick-Up,37.000 km,30500,Diésel,Ranger
Ford,Ranger,2016,2.2 Cd Xl Tdci 125cv,Gris,4,Manual,2.2,Pick-Up,140.070 km,22500000,Diésel,Ranger
Ford,Ecosport,2022,1.5 Titanium 123cv 4x2 Automática,,5,Automática,1.5,SUV,67.000 km,22500,Nafta,Ecosport
Ford,Ranger,2021,Cabina Simple 2.2 Xl Año 2021,,4,Manual,2.2,Pick-Up,65.000 km,31000000,Diésel,Ranger
Ford,Ecosport,2013,1.6 Titanium 110cv 4x2,Gris,5,Manual,1.6,SUV,97.000 km,13000,Nafta,Ecosport
Ford,Ka,2013,1.0 Fly Viral 63cv,Gris,3,Manual,1.0,Compacto,138.000 km,8600,Nafta,Ka
Ford,Focus,2009,2,Gris,4,Manual,1.8,Sedán,280.000 km,7500000,Diésel,Focus
Ford,Ka,2016,S 2016 C/lev. Vidrios Del.-aa-abs-air Bag-cierre Cen,Negro,5,Manual,1.5,Compacto,86.600 km,11500,Nafta,Ka
Ford,Focus,2015,Iii 2.0 Se,Gris,5,Manual,2.0,Compacto,136.000 km,17500000,Nafta,Focus
Ford,Ecosport,2018,1.5 Titanium 123cv 4x2,,5,Manual,1.5,SUV,114.000 km,17500000,Nafta,Ecosport
Ford,Focus,2018,Iii Titanium,Gris,5,Automática,2.0,Compacto,100.000 km,20200000,Nafta,Focus
Ford,Ranger,2020,Raptor 2.0l Biturbo Cabina Doble 4x4,,5,Automática,2.0,Pick-Up,52.000 km,46500,Diésel,Ranger
Ford,Focus,2016,Iii 2.0 Titanium At6,,5,Automática,2.0,Compacto,68.000 km,18000,Nafta,Focus
Ford,Focus,2018,Iii 2.0 Titanium At6,,5,Automática,2.0,Compacto,93.000 km,17650,Nafta,Focus
Ford,Ranger,2021,Black Edition Cabina Doble 4x4 Diesel At,Negro,4,Automática,3.2,Pick-Up,22.000 km,37000,Diésel,Ranger
Ford,Ecosport,2015,1.6 S 110cv 4x2,,5,Manual,1.6,SUV,82.000 km,13900,Nafta,Ecosport
Ford,Ka,2013,1.0 Fly Viral 63cv,,3,Manual,1.0,Compacto,120.000 km,8600000,Nafta,Ka
Ford,Ranger,2015,2.2 Cd 4x2 Xl Safety Tdci 125cv,Gris,4,Manual,2.2,Pick-Up,129.000 km,19000,Diésel,Ranger
Ford,Fiesta,2017,Kinetic 1.6 Sedan S Plus 120cv,,4,Manual,1.6,Sedán,90.000 km,11900,Nafta/GNC,Fiesta
Ford,Ka,2011,1.6 Fly Viral Usb/bluetooth,Negro,3,Manual,1.6,Compacto,120.000 km,7000000,Nafta,Ka
Ford,Focus,2015,Iii 2.0 Se Plus At6,,5,Automática,2.0,Compacto,135.000 km,13500,Nafta,Focus
Ford,Ecosport,2017,1.6 Se 110cv 4x2,Gris,5,Manual,1.6,SUV,85.667 km,17500000,Nafta,Ecosport
Ford,Ranger,2023,3.2 Cd Limited Tdci 200cv Automática,Azul,4,Automática,3.2,Pick-Up,42.000 km,42000,Diésel,Ranger
Ford,Fiesta,2014,Kinetic 1.6 Se Plus Powershift 120cv,Gris,5,Automática,1.6,Compacto,112.000 km,11000,Nafta,Fiesta
Ford,F-100,1993,3.9 D,,2,Manual,3.9,Pick-Up,480.000 km,10000000,Diésel,F-100
Ford,Bronco,2022,Sport 2.0 4wd Wildtrak At8,,5,Automática,2.0,SUV,21.500 km,48500000,Nafta,Bronco
Ford,Ka,2009,1.6 Fly Viral,Plateado,3,Manual,1.6,Compacto,129.400 km,6400,Nafta,Ka
Ford,Ecosport,2021,1.5 Titanium 123cv 4x2 Manual,Gris,5,Manual,1.5,SUV,31.000 km,26900000,Nafta,Ecosport
Ford,Ka,2013,1.6 Fly Viral 95cv,Negro,3,Manual,1.6,Compacto,117.000 km,12300000,Nafta,Ka
Ford,Ranger,2024,Raptor 3.0l V6 Ecoboost Biturbo Cabina Doble 4x4,Azul,4,Automática,3.0,Pick-Up,5.200 km,92000,Nafta,Ranger
Ford,Focus,2016,Iii 2.0 Se Plus At6,Gris,5,Automática,2.0,Compacto,132.000 km,14000,Nafta,Focus
Ford,Focus,2012,2 2.0 Trend Plus,Plateado,5,Manual,2.0,Compacto,129.000 km,10500,Nafta,Focus
Ford,Mondeo,2016,2.0 Se Ecoboost At 240cv,Gris,4,Automática,2.0,Sedán,50.360 km,23000000,Nafta,Mondeo
Ford,F-100,1980,3.6 Std,Negro,2,Manual,3.6,Pick-Up,200.000 km,6000,Nafta,F-100
Ford,Ranger,2014,2.2 Cd 4x2 Xl Safety Tdci 125cv,,4,Manual,2.2,Pick-Up,148.000 km,16000,Diésel,Ranger
Ford,Bronco,2022,Sport 2.0 4wd Wildtrak At8,Gris,5,Automática,2.0,SUV,53.000 km,40000,Nafta,Bronco
Ford,Focus,2016,Iii 2.0 Sedan Se Plus Mt,Plateado,4,Manual,2.0,Sedán,129.500 km,17000000,Nafta,Focus
Ford,F-150,2021,5.0l V8 Lariat Luxury,Negro,4,Automática,5.0,Pick-Up,160.000 km,65000000,Nafta,F-150
Ford,Ecosport,2020,1.5 Freestyle 123cv 4x2,,5,Manual,1.5,SUV,80.700 km,17200,Nafta,Ecosport
Ford,Ecosport,2021,2.0 Gdi Titanium 170cv 4x2,Negro,5,Automática,2.0,SUV,97.000 km,25000000,Nafta,Ecosport
Ford,Ecosport,2013,1.6 Se 110cv 4x2,,5,Manual,1.6,SUV,206.000 km,10000,Nafta,Ecosport
Ford,Ranger,2018,3.2 Cd Limited Tdci 200cv,Gris,4,Automática,3.2,Pick-Up,103.000 km,31000,Diésel,Ranger
Ford,Ka,2011,1.6 Fly Viral 95cv,Negro,3,Manual,1.6,Compacto,122.000 km,6900,Nafta,Ka
Ford,Ka,2019,1.5 S,Marrón,5,Manual,1.5,Compacto,60.000 km,13000,Nafta,Ka
Ford,Ka,2009,1.0 Fly Viral,Negro,3,Manual,1.0,Compacto,167.000 km,6400,Nafta,Ka
Ford,F-150,2020,Raptor 3.5l Bi-turbo,Gris,4,Automática,3.5,Pick-Up,160.000 km,73000,Nafta,F-150
Ford,Ranger,2024,2.0 Cd 4x2 Xl 170cv,,4,Manual,2.0,Pick-Up,15.000 km,36000,Diésel,Ranger
Ford,F-150,2020,Raptor 3.5l Bi-turbo,Negro,4,Automática,3.5,Pick-Up,67.000 km,81000,Nafta,F-150
Ford,Ecosport,2013,1.6 Se 143cv 4x2,Negro,5,Manual,2.0,SUV,114.500 km,12199000,Nafta,Ecosport
Ford,Ecosport,2020,1.5 Titanium 123cv 4x2 Manual,Rojo,5,Automática,1.5,SUV,60.000 km,24000,Nafta,Ecosport
Ford,Ka,2014,1.0 Fly Viral 63cv,Negro,3,Manual,1.0,Compacto,107.030 km,10000000,Nafta,Ka
Ford,Ka,2018,1.5 Sel,,5,Manual,1.5,Compacto,50.000 km,14700000,Nafta,Ka
Ford,Ranger,2023,3.2 Cd Xls Tdci 200cv,,4,Manual,3.2,Pick-Up,33.000 km,30500,Diésel,Ranger
Ford,Ecosport,2014,Freestyle 2014,Naranja,5,Manual,1.6,SUV,120.000 km,12000,Nafta,Ecosport
Ford,F-150,2020,Raptor 3.5l Bi-turbo,Azul,4,Automática,3.5,Pick-Up,54.000 km,85000,Nafta,F-150
Ford,Ecosport,2016,1.6 Freestyle 110cv 4x2,Gris,5,Manual,1.6,SUV,91.500 km,17500000,Nafta,Ecosport
Ford,Ranger,2017,2.2 Cs Xl Tdci 150cv 4x2,,2,Manual,2.2,Pick-Up,104.000 km,21000,Diésel,Ranger
Ford,Focus,2014,Iii 2014 2.0 Se Plus At6,,5,Automática,2.0,Compacto,168.000 km,11900,Nafta,Focus
Ford,Sierra,1985,1.6,Marrón,5,Manual,1.6,Sedán,111.111 km,2300000,Nafta,Sierra
Ford,Fiesta,2017,Kinetic Design 2017 1.6 Se Plus 120cv Con Gnc,,5,Manual,1.6,Compacto,105.000 km,15900000,Nafta,Fiesta
Ford,F-150,1997,1997 4x4,Negro,2,Manual,4.2,Pick-Up,171.000 km,35000,Nafta,F-150
Ford,Ranger,2021,3.2 Cd Xls Tdci 200cv Manual 4x2,Rojo,4,Automática,3.2,Pick-Up,91.042 km,32300000,Diésel,Ranger
Ford,Ka,2016,1.5 S,,3,Manual,1.5,Compacto,80.000 km,13800000,Nafta,Ka
Ford,Focus,2013,Iii 2.0 Se Plus Mt,Azul,5,Manual,2.0,Compacto,162.000 km,13500000,Nafta,Focus
Ford,Focus,2013,Iii 2.0 Sedan Se Plus At6,Azul,4,Automática,2.0,Sedán,127.000 km,12500,Nafta,Focus
Ford,Maverick,2022,2.0 Ecoboost Cd Xlt At8 2wd,Gris,4,Automática,2.0,Pick-Up,32.800 km,39000000,Nafta,Maverick
Ford,Ecosport,2022,1.5 Titanium 123cv 4x2 Automática,Plateado,5,Automática,1.5,SUV,30.500 km,22000,Nafta,Ecosport
Ford,Ecosport,2015,1.6 Se 110cv 4x2,,5,Manual,1.6,SUV,130.000 km,14500000,Nafta,Ecosport
Ford,Ranger,2013,2.2 Cd 4x4 Xl Safety Tdci 125cv,,4,Manual,2.2,Pick-Up,215.000 km,14800,Diésel,Ranger
Ford,Fiesta,2014,Kinetic 1.6 S 120cv,Negro,5,Manual,1.6,Compacto,165.000 km,10500,Nafta,Fiesta
Ford,Ka,2013,1.6 Pulse 95cv,Gris,3,Manual,1.6,Compacto,107.988 km,10900000,Nafta,Ka
Ford,Fiesta,2017,Kinetic 1.6 Se Powershift 120cv,Rojo,5,Automática,1.6,Compacto,195.000 km,13500,Nafta,Fiesta
Ford,Focus,2015,Iii 2.0 Se Plus At6,Gris,4,Automática,2.0,Compacto,69.000 km,16000000,Nafta,Focus
Ford,Ecosport,2016,1.6 Freestyle 110cv 4x2,,5,Manual,1.6,SUV,130.000 km,17268900,Nafta,Ecosport
Ford,Maverick,2022,2.0 Ecoboost Cd Lariat At8 4wd,Azul,4,Automática,2.0,Pick-Up,42.000 km,35000,Nafta,Maverick
Ford,Ka,2018,1.5 S,Negro,5,Manual,1.5,Compacto,124.000 km,14500000,Nafta,Ka
Ford,Fiesta,2013,Kinetic Se Plus 1.6 120cv,Rojo,5,Automática,1.6,Compacto,95.000 km,11500,Nafta,Fiesta
Ford,Maverick,2022,2.0 Ecoboost Cd Xlt At8 2wd,Negro,4,Automática,2.0,Pick-Up,42.800 km,37500000,Nafta,Maverick
Ford,Fiesta,2010,1.6 Max Ambiente Mp3,Gris,4,Manual,1.6,Sedán,160.000 km,7800,Nafta/GNC,Fiesta
Ford,Ranger,2021,3.2 Cd Limited Tdci 200cv,,4,Automática,3.2,Pick-Up,148.000 km,39000000,Diésel,Ranger
Ford,Ranger,2016,2.2 Cd Xl Tdci 125cv,,4,Manual,2.2,Pick-Up,236.000 km,20000000,Diésel,Ranger
Ford,Fiesta,2017,Kinetic 1.6 S,,5,Manual,1.6,Compacto,62.000 km,15000000,Nafta,Fiesta
Ford,Ranger,2018,3.2 Cd Limited Tdci 200cv Manual,Azul,4,Manual,3.2,Pick-Up,60.500 km,28500,Diésel,Ranger
Ford,Ranger,2023,2.0 Cd 4x2 Xls 170cv,Gris,4,Manual,2.0,Pick-Up,48.000 km,43000000,Diésel,Ranger
Ford,Ranger,2015,3.2 Cd 4x2 Xlt Tdci 200cv,Gris,4,Manual,3.2,Pick-Up,92.000 km,19800,Diésel,Ranger
Ford,Ranger,2015,3.2 Cd 4x4 Limited Tdci 200cv At,Gris,4,Automática,3.2,Pick-Up,178.000 km,19000,Diésel,Ranger
Ford,Ka,2020,1.5 Se,Negro,5,Manual,1.5,Compacto,65.000 km,17000000,Nafta,Ka
Ford,Focus,2007,2.0 Ghia,Negro,5,Manual,2.0,Compacto,119.000 km,7990,Nafta,Focus
Ford,Bronco,2021,Sport 2.0 4wd Wildtrak At8,,5,Automática,2.0,SUV,90.000 km,36000,Nafta,Bronco
Ford,Fiesta,2016,Kinetic 1.6 Se Plus 120cv,Rojo,5,Manual,1.6,Compacto,149.856 km,17000000,Nafta,Fiesta
Ford,Mondeo,2020,2.0 Sel,Gris,4,Automática,2.0,Sedán,62.000 km,26800,Nafta,Mondeo
Ford,Focus,2013,Iii 2.0 Se,Gris,5,Manual,2.0,Compacto,155.000 km,10500,Nafta,Focus
Ford,Ka,2012,1.6 Fly Viral 95cv,Azul,3,Manual,1.6,Compacto,115.000 km,7500,Nafta,Ka
Ford,Fiesta,2009,1.6 Ambiente Mp3,Azul,5,Manual,1.6,Compacto,157.192 km,7200000,Nafta,Fiesta
Ford,Focus,2013,2 1.6 Style Sigma,Negro,5,Manual,1.6,Compacto,115.000 km,11500000,Nafta,Focus
Ford,Ka,2010,1.0 Fly Viral,Gris,3,Manual,1.0,Compacto,150.000 km,7800000,Nafta,Ka
Ford,Mondeo,2020,2.0 Sel,Gris,4,Automática,2.0,Sedán,101.000 km,22000,Nafta,Mondeo
Ford,Fiesta,2015,Kinetic 1.6 Titanium 120cv,Azul,5,Manual,1.6,Compacto,155.000 km,12000,Nafta/GNC,Fiesta
Ford,Fiesta,2018,Kinetic 1.6 S Plus 120cv,Plateado,5,Manual,1.6,Compacto,85.000 km,16000000,Nafta,Fiesta
Ford,Focus,2017,Iii 2.0 Se,Gris,5,Manual,2.0,Compacto,110.000 km,18000,Nafta,Focus
Ford,Ranger,2021,3.2 Cd Limited Tdci 200cv,Gris,4,Automática,3.2,Pick-Up,53.900 km,33800,Diésel,Ranger
Ford,Kuga,2014,1.6 Sel 6mt Fwd T 150 Cv,Verde,5,Manual,1.6,SUV,130.000 km,16500,Nafta,Kuga
Ford,Ecosport,2022,1.5 Titanium 123cv 4x2 Manual,,5,Manual,1.5,SUV,150.000 km,27000000,Nafta,Ecosport
Ford,Ranger,2016,2.2 Cd 4x2 Xl Safety Tdci 125cv,,4,Manual,2.2,Pick-Up,300.000 km,25000000,Diésel,Ranger
Ford,F-150,2022,Raptor 3.5l Bi-turbo,Azul,4,Automática,3.5,Pick-Up,57.000 km,98000,Nafta,F-150
Ford,Ranger,2023,Raptor 3.0 Único Dueño,Gris,4,Automática,3.0 biturbo,Pick-Up,34.000 km,78000,Nafta,Ranger
Ford,Escort,1999,1.8 Ghia,Gris,5,Manual,1.8,Compacto,150.000 km,5000,Nafta/GNC,Escort
Ford,Focus,2017,Iii 1.6 Sedan S,Gris,4,Manual,1.6,Sedán,112.980 km,20500000,Nafta,Focus
Ford,Territory,2023,1.8 Ecobost Titanium At,Gris,5,Automática,1.8,SUV,56.800 km,35000,Nafta,Territory
Ford,Focus,2019,Iii 2.0 Titanium At6,Azul,5,Automática,2.0,Compacto,136.000 km,23000,Nafta,Focus
Ford,Fiesta,2016,Kinetic 1.6 Sedan Titanium Powershift 120cv,Plateado,4,Automática,1.6,Sedán,98.000 km,13500,Nafta,Fiesta
Ford,Kuga,2014,1.6 Sel 6at Awd T 180cv,Gris,5,Automática,1.6,SUV,180.000 km,20000000,Nafta,Kuga
Ford,Transit,2014,2.2l 125 T350ta,,4,Manual,2.2,Light Truck,47.000 km,28000,Diésel,Transit
Ford,Fiesta,2013,Se Plus,,5,Manual,1.6,Compacto,155.000 km,11000,Nafta,Fiesta
Ford,Focus,2010,Trend M/t 1.6 Nafta 2010,,5,Manual,1.6,Sedán,195.927 km,11900000,Nafta,Focus
Ford,Focus,2018,Iii 2.0 Se Plus At6 2017,Gris,5,Automática,2.0,Compacto,77.000 km,18000000,Nafta,Focus
Ford,Ranger,2023,2.0 Cd 4x4 Limited At 210cv,Negro,4,Automática,2.0,Pick-Up,65.000 km,54500000,Diésel,Ranger
Ford,Ranger,2010,3.0 Cd Superduty 4x4,Gris,2,Manual,3.0,Pick-Up,178.000 km,13900,Diésel,Ranger
Ford,Kuga,2018,2.0 Titanium At Awd,,5,Automática,2.0,SUV,53.000 km,27800,Nafta,Kuga
Ford,Bronco,2021,Sport 2.0 4wd Wildtrak At8,Verde,5,Automática,2.0,SUV,57.000 km,36000,Nafta,Bronco
Ford,Ecosport,2019,1.5 Freestyle 123cv 4x2,Plateado,5,Manual,1.5,SUV,110.000 km,19500,Nafta,Ecosport
Ford,Mondeo,2017,2.0 Sel,Negro,4,Automática,2.0,Sedán,97.000 km,23500,Nafta,Mondeo
Ford,Focus,2014,4p 2.0 N Se Plus Mt (caja Manual),Gris,4,Manual,2.0,Sedán,171.800 km,11500,Nafta,Focus
Ford,Ecosport,2021,1.5 Titanium 123cv 4x2 Manual,Negro,5,Manual,1.5,SUV,51.800 km,25490000,Nafta,Ecosport
Ford,Bronco,1980,5.8 Xlt V8,Negro,3,Automática,5.8,SUV,49.000 km,90000,Nafta,Bronco
Ford,Focus,2014,Iii 1.6 S,Rojo,5,Manual,1.6,Compacto,151.000 km,10950,Nafta,Focus
Ford,Ecosport,2019,1.5 Titanium 123cv 4x2,Rojo,5,Automática,1.5,SUV,110.000 km,21500000,Nafta,Ecosport
Ford,Taunus,1983,2.3 Ghia,Rojo,4,Manual,2.3,Sedán,145.192 km,2500000,Nafta,Taunus
Ford,Focus,2016,Iii 1.6 Sedan S,Plateado,4,Manual,1.6,Sedán,125.000 km,15500000,Nafta,Focus
Ford,Ranger,2024,3.0 V6 Cd 4x4 Limited + At 250cv,Naranja,4,Automática,3.0,Pick-Up,20.000 km,63600000,Diésel,Ranger
Ford,Focus,2016,Iii 2.0 Sedan Se Plus Mt,Gris,4,Manual,2.0,Sedán,62.000 km,15500,Nafta,Focus
Ford,Ecosport,2014,1.6 Freestyle 110cv 4x2,Negro,5,Manual,1.6,SUV,181.000 km,10900,Nafta,Ecosport
Ford,Ecosport,2009,1.6 Xl Plus Mp3 4x2,Dorado,5,Manual,1.6,SUV,148.000 km,8200,Nafta,Ecosport
Ford,Ranger,2020,3.2 Cd Limited Tdci 200cv Automática,,4,Automática,3.2,Pick-Up,118.000 km,29000,Diésel,Ranger
Ford,Ranger,2024,3.0 Cd 4x4 Limited + At 250cv,Plateado,4,Automática,3.0,Pick-Up,21.000 km,57800,Diésel,Ranger
Ford,F-100,1993,4.3 D Mwm,Gris,2,Manual,4.3,Pick-Up,396.000 km,12500,Diésel,F-100
Ford,F100,2004,3.9 I Xl Con Caja Mudancera Paquetera,Rojo,2,Manual,3.9,Pick-Up,111.111 km,24000,Diésel,F100
Ford,Bronco,2023,Sport 2.0 4wd Wildtrak At8,Gris,5,Automática,2.0,SUV,30.000 km,39000,Nafta,Bronco
Ford,Focus,2017,Iii 2.0 Titanium At6,Gris,5,Automática,2.0,Compacto,150.000 km,16900,Nafta,Focus
Ford,Ecosport,2014,1.6 Se 110cv 4x2,Negro,5,Manual,1.6,SUV,121.000 km,12000,Nafta,Ecosport
Ford,Ecosport,2016,1.6 S 110cv 4x2,Plateado,5,Manual,1.6,SUV,108.857 km,18300000,Nafta,Ecosport
Ford,Mondeo,1997,2.0 Ghia At,Rojo,4,Automática,2.0,Sedán,155.000 km,4000,Nafta,Mondeo
Ford,Ranger,2023,3.2 Cd Limited Tdci 200cv Automática,,4,Automática,3.2,Pick-Up,72.000 km,43000000,Diésel,Ranger
Ford,Ecosport,2009,1.6 Xl Plus Mp3 4x2,Gris,5,Manual,1.6,SUV,197.000 km,9900000,Nafta/GNC,Ecosport
Ford,Focus,2014,Iii 2.0 Se Plus Mt,Gris,5,Manual,2.0,Compacto,111.000 km,14000,Nafta,Focus
Ford,Focus,2016,Iii 1.6 S,,5,Manual,1.6,Compacto,127.000 km,12000,Nafta,Focus
Ford,Focus,2009,2 2.0 Exe Sedan Trend,Gris,4,Manual,2.0,Sedán,140.000 km,8000,Nafta,Focus
Ford,Ranger,2024,3.0 Cd 4x4 Limited + At 250cv,Azul,4,Automática,3.0,Pick-Up,6.700 km,66000000,Diésel,Ranger
Ford,Ecosport,2020,1.5 Se 123cv 4x2 (automatica Secuencial),Negro,5,Automática,1.5,SUV,70.500 km,21500000,Nafta,Ecosport
Ford,Ka,2009,1.6 Fly Viral,Negro,3,Manual,1.6,Compacto,100.100 km,6250,Nafta,Ka
Ford,Ranger,2020,3.2 Cd Limited Tdci 200cv Automática,Gris,4,Automática,3.2,Pick-Up,81.000 km,33000,Diésel,Ranger
Ford,Fiesta,2014,Kinetic 1.6 Se Plus 120cv,Azul,5,Manual,1.6,Compacto,88.000 km,10500,Nafta,Fiesta
Ford,Focus,2016,Iii 2.0 Sedan Se Plus At6,Plateado,4,Automática,2.0,Sedán,89.000 km,17681200,Nafta,Focus
Ford,Ka,2018,1.5 S,Rojo,5,Manual,1.5,Compacto,125.000 km,9300,Nafta,Ka
Ford,Ka,2016,1.5 S - Vendo Urgente,Negro,5,Manual,1.5,Compacto,110.000 km,10000,Nafta,Ka
Ford,Ranger,2020,2020 3.2 Cd Xls Tdci 200cv Manual 4x2,,4,Automática,3.2,Pick-Up,49.900 km,24000,Diésel,Ranger
Ford,Ranger,2013,2.2 Cd 4x4 Xl Safety Tdci 125cv,,4,Manual,2.2,Pick-Up,171.000 km,16000,Diésel,Ranger
Ford,Ka,2019,1.5 Se,Marrón,5,Manual,1.5,Compacto,106.022 km,18000000,Nafta/GNC,Ka
Ford,Ranger,2017,3.2 Cd Xlt Tdci 200cv Manual 4x4,,4,Manual,3.2,Pick-Up,200.000 km,23000,Diésel,Ranger
Ford,Kuga,2012,2.5 Titanium At 4x4 L (ku05),,5,Automática,2.5,SUV,150.659 km,16800000,Nafta,Kuga
Ford,Ka,2019,S 1.5l 5 Puertas Blanco Año 2019 Unico Dueño,,5,Manual,1.5,Compacto,70.000 km,13000,Nafta,Ka
Ford,Ecosport,2013,Freestyle 1.6 Mt N. Año 2013,Gris,5,Manual,1.6,SUV,154.000 km,11350,Nafta,Ecosport
Ford,Ecosport,2015,1.6 Freestyle 110cv 4x2,,5,Manual,1.6,SUV,69.000 km,15900000,Nafta,Ecosport
Ford,Fiesta,2018,Kd Se Plus Powershift 120cv 2018,Azul,5,Automática,1.6,Compacto,121.000 km,16950000,Nafta,Fiesta
Ford,Sierra,1986,No disponible,Rojo,5,Manual,2.3,Sedán,58.000 km,10000,Nafta,Sierra
Ford,Ecosport,2014,Titanium A/t 2.0 Nafta/gnc 2014,,5,Manual,2.0,SUV,127.652 km,18900000,Nafta,Ecosport
Ford,Ranger,2017,2.5 Xlt,Gris,4,Manual,2.5,Pick-Up,67.000 km,26000,Nafta,Ranger
Ford,Fiesta,2014,Kinetic Design 2014 1.6 Se Plus Manual,Plateado,5,Manual,1.6,Compacto,225.000 km,10500,Nafta,Fiesta
Ford,Ecosport,2012,1.6 My10 Xl Plus Mp3 4x2,Negro,5,Manual,1.6,SUV,147.300 km,8000000,Nafta,Ecosport
Ford,Fiesta,2014,Kinetic 1.6 Titanium Powershift 120cv,Rojo,5,Automática,1.6,Compacto,115.000 km,14800000,Nafta,Fiesta
Ford,Ranger,2023,2023 2.0 Cd 4x2 Xls 170cv,Gris,4,Manual,2.0,Pick-Up,29.500 km,41000000,Diésel,Ranger
Ford,Focus,2019,Iii 2.0 Titanium At6,,5,Automática,2.0,Compacto,56.800 km,22500,Nafta,Focus
Ford,Focus,2011,2 1.6 Style Sigma,Gris,5,Manual,1.6,Compacto,207.577 km,10000000,Nafta/GNC,Focus
Ford,Ecosport,2010,2.0 My10 Xlt Plus At 4x2,Marrón,5,Automática,2.0,SUV,240.000 km,9500,Nafta,Ecosport
Ford,Ka,2014,1.0 Fly 63cv,Plateado,3,Manual,1.0,Compacto,65.000 km,8700,Nafta,Ka
Ford,Ecosport,2017,1.6 Se 110cv 4x2,,5,Manual,1.6,SUV,117.900 km,16000,Nafta,Ecosport
Ford,Ka,2012,1.0 Fly Viral 63cv,Negro,3,Manual,1.0,Compacto,95.000 km,8200,Nafta,Ka
Ford,Ecosport,2016,1.6 S 110cv 4x2,,5,Manual,1.6,SUV,99.400 km,14000000,Nafta,Ecosport
Ford,Ecosport,2014,2.0 Titanium Powershift 4x2 Dps6,,5,Automática,2.0,SUV,128.000 km,16000000,Nafta,Ecosport
Ford,Focus,2015,Iii 2.0 Titanium At6,Azul,5,Automática,2.0,Compacto,126.000 km,14900,Nafta,Focus
Ford,Bronco,2024,2.7 Wildtrak Ecoboost V6 4wd At,Verde,4,Automática,2.7,No disponible,10.000 km,50370000,Nafta,Bronco
Ford,Ranger,2015,3.2 Cd 4x2 Xls Tdci 200cv,,4,Manual,3.2,Pick-Up,174.000 km,18000,Diésel,Ranger
Ford,Ranger,2021,3.2 Cd Limited Tdci 200cv,Azul,5,Automática,3.2,Pick-Up,80.000 km,39500000,Diésel,Ranger
Ford,Ecosport,2019,1.5 S 123cv 4x2,Plateado,5,Manual,1.5,SUV,72.000 km,16500,Nafta,Ecosport
Ford,Ka,2018,1.5 Sel,Rojo,5,Manual,1.5,Compacto,81.700 km,15500000,Nafta,Ka
Ford,Focus,2009,2 2.0 Exe Sedan Ghia,Negro,4,Manual,2.0,Sedán,218.000 km,9600,Nafta/GNC,Focus
Ford,Focus,2017,Iii 2.0 Titanium At6,,5,Automática,2.0,Compacto,102.000 km,16800,Nafta,Focus
Ford,Focus,2015,Iii 1.6 S,Gris,5,Manual,1.6,Compacto,74.000 km,12500,Nafta,Focus
Ford,F-150,2023,Raptor 3.5l Bi-turbo,Azul,4,Automática,3.5,Pick-Up,45.000 km,110000,Nafta,F-150
Ford,Ka,2005,1.6 Plus Tattoo,Gris,3,Manual,1.6,Compacto,205.500 km,6900,Nafta,Ka
Ford,Ranger,2018,2.5 Cd Ivct Xlt 166cv,Rojo,4,Manual,2.5,Pick-Up,154.000 km,23500,Nafta,Ranger
Ford,Ecosport,2013,1.5 Se Tdci 90cv 4x2,Rojo,5,Manual,1.5,SUV,147.000 km,14200000,Diésel,Ecosport
Ford,Ka,2018,1.5 S,,5,Manual,1.5,Compacto,57.000 km,12000,Nafta,Ka
Ford,Ranger,2022,2.2 Cd Xl Tdci 150cv 4x2,Gris,4,Manual,2.2,Pick-Up,78.000 km,33000000,Diésel,Ranger
Ford,Territory,2024,1.8 Ecoboost Titanium At,Gris,5,Automática,1.8,SUV,13.500 km,45000000,Nafta,Territory
Ford,Ranger,2015,3.2 Cd 4x4 Xlt Tdci 200cv,Gris,4,Manual,3.2,Pick-Up,118.000 km,22500,Diésel,Ranger
Ford,F-150,2023,Raptor 3.5l Bi-turbo,Azul,4,Automática,3.5,Pick-Up,16.000 km,107000,Nafta,F-150
Ford,Focus,2015,Iii 2.0 Se Plus At6,Gris,5,Automática,2.0,Compacto,86.000 km,13500,Nafta,Focus
Ford,Focus,2014,4p 2.0l N Mt Se 2014,Gris,5,Manual,2.0,Compacto,143.200 km,10500,Nafta,Focus
Ford,Kuga,2019,2.0 Sel,Rojo,5,Automática,2.0,SUV,85.000 km,20000,Nafta,Kuga
Ford,Ecosport,2017,Titanium 1.6l Mt 2017,Marrón,5,Manual,1.6,SUV,142.047 km,19500000,Nafta,Ecosport
Ford,Ranger,2019,3.2 Cd Xlt Tdci 200cv Automática 4x4,Dorado,4,Automática,3.2,Pick-Up,170.000 km,28000,Diésel,Ranger
